/*********************************************
 * OPL 22.1.1.0 Data
 * Author: Groupe MAJ
 * Creation Date: 30 janv. 2025 at 11:15:21
 *********************************************/
// Nombre de sommets : dépôt + clients
nbClientDep = 51;

// Nombre de véhicules
nbVehicules = 4;

// Capacité maximale des véhiculess
Qmax = 160;

// Demandes des clients (le premier élément correspond au dépôt)
Demande = [0, 37, 49, 52, 20, 40, 21, 17, 31, 52, 51, 42, 31, 5, 12, 36, 52, 27, 17, 13, 57, 62, 42, 16, 8, 7, 27, 30, 43, 58, 58, 37, 38, 46, 61, 62, 63, 32, 45, 59, 5, 10, 21, 5, 30, 39, 32, 25, 25, 48, 56];

// Matrice des distances
Distance = [
	[0.00, 55.00, 29.00, 58.00, 35.00, 19.00, 42.00, 54.00, 49.00, 32.00, 44.00, 32.00, 13.00, 22.00, 31.00, 44.00, 36.00, 44.00, 4.00, 48.00, 40.00, 44.00, 59.00, 51.00, 52.00, 20.00, 71.00, 43.00, 63.00, 52.00, 24.00, 68.00, 44.00, 37.00, 17.00, 56.00, 73.00, 39.00, 30.00, 41.00, 57.00, 26.00, 47.00, 63.00, 39.00, 50.00, 44.00, 17.00, 48.00, 24.00, 37.00],
	[55.00, 0.00, 26.00, 21.00, 28.00, 36.00, 13.00, 23.00, 26.00, 23.00, 33.00, 23.00, 42.00, 43.00, 24.00, 39.00, 19.00, 33.00, 53.00, 41.00, 27.00, 11.00, 6.00, 14.00, 3.00, 35.00, 16.00, 12.00, 22.00, 5.00, 37.00, 21.00, 11.00, 58.00, 38.00, 21.00, 18.00, 32.00, 25.00, 44.00, 46.00, 55.00, 48.00, 16.00, 46.00, 45.00, 15.00, 38.00, 13.00, 35.00, 18.00],
	[29.00, 26.00, 0.00, 29.00, 44.00, 28.00, 17.00, 25.00, 20.00, 35.00, 53.00, 19.00, 18.00, 31.00, 16.00, 53.00, 23.00, 53.00, 27.00, 57.00, 11.00, 29.00, 30.00, 22.00, 23.00, 13.00, 42.00, 16.00, 34.00, 25.00, 33.00, 39.00, 21.00, 46.00, 20.00, 27.00, 44.00, 48.00, 29.00, 50.00, 66.00, 35.00, 56.00, 34.00, 48.00, 59.00, 35.00, 22.00, 19.00, 33.00, 32.00],
	[58.00, 21.00, 29.00, 0.00, 45.00, 39.00, 18.00, 4.00, 9.00, 36.00, 54.00, 26.00, 45.00, 46.00, 27.00, 54.00, 24.00, 54.00, 56.00, 58.00, 18.00, 30.00, 15.00, 7.00, 18.00, 38.00, 13.00, 17.00, 5.00, 26.00, 40.00, 10.00, 22.00, 61.00, 41.00, 2.00, 15.00, 49.00, 30.00, 51.00, 67.00, 58.00, 57.00, 5.00, 49.00, 60.00, 36.00, 41.00, 10.00, 38.00, 33.00],
	[35.00, 28.00, 44.00, 45.00, 0.00, 16.00, 27.00, 47.00, 50.00, 9.00, 9.00, 25.00, 26.00, 15.00, 28.00, 11.00, 21.00, 9.00, 39.00, 13.00, 51.00, 17.00, 32.00, 38.00, 27.00, 31.00, 44.00, 28.00, 46.00, 25.00, 11.00, 45.00, 23.00, 30.00, 24.00, 45.00, 46.00, 4.00, 15.00, 16.00, 22.00, 27.00, 20.00, 40.00, 18.00, 17.00, 17.00, 22.00, 37.00, 11.00, 12.00],
	[19.00, 36.00, 28.00, 39.00, 16.00, 0.00, 23.00, 35.00, 34.00, 13.00, 25.00, 13.00, 10.00, 7.00, 12.00, 25.00, 17.00, 25.00, 23.00, 29.00, 35.00, 25.00, 40.00, 32.00, 33.00, 15.00, 52.00, 24.00, 44.00, 33.00, 5.00, 49.00, 25.00, 22.00, 8.00, 37.00, 54.00, 20.00, 11.00, 22.00, 38.00, 19.00, 28.00, 44.00, 20.00, 31.00, 25.00, 6.00, 29.00, 5.00, 18.00],
	[42.00, 13.00, 17.00, 18.00, 27.00, 23.00, 0.00, 20.00, 23.00, 18.00, 36.00, 10.00, 29.00, 30.00, 11.00, 36.00, 6.00, 36.00, 40.00, 40.00, 24.00, 12.00, 17.00, 11.00, 10.00, 22.00, 29.00, 1.00, 21.00, 10.00, 24.00, 26.00, 4.00, 45.00, 25.00, 18.00, 31.00, 31.00, 12.00, 33.00, 49.00, 42.00, 39.00, 21.00, 33.00, 42.00, 18.00, 25.00, 10.00, 22.00, 15.00],
	[54.00, 23.00, 25.00, 4.00, 47.00, 35.00, 20.00, 0.00, 5.00, 38.00, 56.00, 22.00, 41.00, 42.00, 23.00, 56.00, 26.00, 56.00, 52.00, 60.00, 14.00, 32.00, 17.00, 9.00, 20.00, 34.00, 17.00, 19.00, 9.00, 28.00, 36.00, 14.00, 24.00, 57.00, 37.00, 2.00, 19.00, 51.00, 32.00, 53.00, 69.00, 54.00, 59.00, 9.00, 51.00, 62.00, 38.00, 37.00, 10.00, 36.00, 35.00],
	[49.00, 26.00, 20.00, 9.00, 50.00, 34.00, 23.00, 5.00, 0.00, 41.00, 59.00, 25.00, 36.00, 37.00, 22.00, 59.00, 29.00, 59.00, 47.00, 63.00, 9.00, 35.00, 20.00, 12.00, 23.00, 29.00, 22.00, 22.00, 14.00, 31.00, 39.00, 19.00, 27.00, 52.00, 32.00, 7.00, 24.00, 54.00, 35.00, 56.00, 72.00, 49.00, 62.00, 14.00, 54.00, 65.00, 41.00, 32.00, 13.00, 39.00, 38.00],
	[32.00, 23.00, 35.00, 36.00, 9.00, 13.00, 18.00, 38.00, 41.00, 0.00, 18.00, 16.00, 19.00, 20.00, 19.00, 18.00, 12.00, 18.00, 30.00, 22.00, 42.00, 12.00, 27.00, 29.00, 20.00, 22.00, 39.00, 19.00, 37.00, 20.00, 14.00, 36.00, 14.00, 35.00, 15.00, 36.00, 41.00, 13.00, 6.00, 21.00, 31.00, 32.00, 25.00, 31.00, 23.00, 24.00, 12.00, 15.00, 28.00, 12.00, 5.00],
